Store,Country,Region,Date,Item,Salesperson,List Price,Actual Price,Discount %,,,,
Buenos Aires,Argentina,Americas,3/7/2017,Vacuum Cleaner,Lisa Wood,250,243,2.80%,,,,
Seoul,South Korea,APAC,9/14/2015,Air conditioner,Iftikhar Haywood,700,665,5.00%,,,,
Bangkok,Thailand,APAC,5/8/2018,Iron,Martin Gee,30,30,0.00%,,,,
Sao Paolo,Brazil,Americas,9/19/2015,Dishwasher,Elizabeth Holloway,500,350,30.00%,,,,
Delhi,India,APAC,1/21/2016,Iron,Gillian Harris,30,28,6.67%,,,,
Chicago,USA,Americas,7/31/2016,Vacuum Cleaner,Ronald Bettley,250,245,2.00%,,,,
Jerusalem,Israel,EMEA,12/26/2017,Ceiling fan,John Bond,150,143,4.67%,,,,
Kuala Lumpur,Malaysia,APAC,8/17/2018,Blender,Trudi Griffin,50,49,2.00%,,,,
Shenzhen,China,APAC,4/13/2017,Toaster,Fatima James,50,50,0.00%,,,,
Bangkok,Thailand,APAC,12/7/2015,Refrigerator,Mary Mitchell,1000,940,6.00%,,,,
Berlin,Germany,EMEA,1/4/2016,Washing Machine,David Power,800,480,40.00%,,,,
Madria,Spain,EMEA,6/4/2014,Vacuum Cleaner,Paul Long,250,198,20.80%,,,,
Amsterdam,Netherlands,EMEA,9/2/2018,Ceiling fan,Ian Christian,150,131,12.67%,,,,
Bogota,Columbia,Americas,7/15/2017,Refrigerator,David Finnie,1000,730,27.00%,,,,
Berlin,Germany,EMEA,11/11/2016,Washing Machine,John Gunter,800,584,27.00%,,,,
San Fransisco,USA,Americas,8/17/2018,Ceiling fan,Kevin Ahmed,150,128,14.67%,,,,
London,UK,EMEA,11/17/2017,Refrigerator,Philip Dewar,1000,1000,0.00%,,,,
Paris,France,EMEA,7/20/2017,Toaster,Christopher Griffith,50,47,6.00%,,,,
Tel Aviv,Israel,EMEA,12/22/2018,Ceiling fan,Rebecca Delo,150,144,4.00%,,,,
Riyadh,Saudi Arabia,EMEA,1/12/2014,Iron,Kelly Owen,30,29,3.33%,,,,
Los Angeles,USA,Americas,7/12/2016,Toaster,Colin Matthews,50,44,12.00%,,,,
Tokyo,Japan,APAC,1/24/2014,Dishwasher,Rose Rowntree,500,350,30.00%,,,,
Prague,Czech Republic,EMEA,9/11/2015,Blender,Terence Mirza,50,42,16.00%,,,,
Kuala Lumpur,Malaysia,APAC,11/27/2016,Vacuum Cleaner,Harold Lunn,250,220,12.00%,,,,
Athens,Greece,EMEA,9/17/2016,Dishwasher,Gary Roberts,500,485,3.00%,,,,
San Fransisco,USA,Americas,9/4/2018,Air conditioner,James Scott,700,672,4.00%,,,,
Prague,Czech Republic,EMEA,5/12/2017,Air conditioner,Nick Denny,700,630,10.00%,,,,
Sydney,Australia,APAC,10/26/2016,Washing Machine,James Ricketts,800,688,14.00%,,,,
Shanghai,China,APAC,5/25/2014,Toaster,Christopher Snape,50,48,4.00%,,,,
London,UK,EMEA,5/24/2017,Coffee grinder,Philip Dewar,70,67,4.29%,,,,
Dublin,Ireland,EMEA,7/2/2017,Dishwasher,Robert Harris,500,470,6.00%,,,,
Amsterdam,Netherlands,EMEA,9/19/2014,Vacuum Cleaner,Ian Christian,250,243,2.80%,,,,
New York,USA,Americas,6/28/2018,Washing Machine,Richard Nash,800,552,31.00%,,,,
Amsterdam,Netherlands,EMEA,10/11/2016,Oven,Julia Ferguson,500,490,2.00%,,,,
Lima,Peru,Americas,2/20/2014,Microwave,Kevin Goad,80,65,18.75%,,,,
Vienna,Austria,EMEA,4/15/2016,Blender,Lisa Pepper,50,43,14.00%,,,,
New York,USA,Americas,3/31/2018,Washing Machine,Sarah Houghton,800,616,23.00%,,,,
Buenos Aires,Argentina,Americas,3/2/2016,Oven,Kevin Curtis,500,490,2.00%,,,,
Delhi,India,APAC,5/22/2018,Iron,Tessa Morrow,30,26,13.33%,,,,
Paris,France,EMEA,10/9/2018,Blender,Darren Webb,50,48,4.00%,,,,
Delhi,India,APAC,2/20/2014,Washing Machine,David Johnson,800,608,24.00%,,,,
Shanghai,China,APAC,4/27/2016,Refrigerator,Wolf Christian,1000,680,32.00%,,,,
Seattle,USA,Americas,6/30/2015,Oven,Kevin Styles,500,500,0.00%,,,,
Riyadh,Saudi Arabia,EMEA,9/21/2015,Air conditioner,Gillian Crawley,700,462,34.00%,,,,
Capetown,South Africa,EMEA,4/20/2015,Microwave,Margaret Philp,80,69,13.75%,,,,
Dublin,Ireland,EMEA,4/27/2015,Coffee grinder,James Carley,70,47,32.86%,,,,
Moscow,Russia,EMEA,5/22/2016,Dishwasher,Dermot Bailey,500,490,2.00%,,,,
Bangkok,Thailand,APAC,6/28/2017,Oven,Stephen Burch,500,490,2.00%,,,,
Osaka,Japan,APAC,3/30/2018,Microwave,Tracy Stanley,80,80,0.00%,,,,
Berlin,Germany,EMEA,4/24/2017,Microwave,Jacqueline Clamp,80,76,5.00%,,,,
Madria,Spain,EMEA,3/4/2018,Air conditioner,Zhan Whitfield,700,686,2.00%,,,,
Amsterdam,Netherlands,EMEA,4/18/2014,Vacuum Cleaner,David Dorey,250,223,10.80%,,,,
Osaka,Japan,APAC,8/3/2015,Vacuum Cleaner,Jill Thompson,250,180,28.00%,,,,
Bogota,Columbia,Americas,8/11/2016,Ceiling fan,Gary Percival,150,146,2.67%,,,,
Bogota,Columbia,Americas,5/18/2016,Vacuum Cleaner,Sandra Rew,250,235,6.00%,,,,
Athens,Greece,EMEA,11/10/2018,Washing Machine,Charles Ali,800,440,45.00%,,,,
Bangalore,India,APAC,11/26/2015,Iron,Stuart Sykes,30,28,6.67%,,,,
Sao Paolo,Brazil,Americas,4/5/2016,Vacuum Cleaner,Gary Reynolds,250,213,14.80%,,,,
Seattle,USA,Americas,7/16/2017,Air conditioner,Kate Nash,700,665,5.00%,,,,
Bangalore,India,APAC,4/21/2017,Oven,Johanna Mirza,500,495,1.00%,,,,
Capetown,South Africa,EMEA,3/15/2014,Coffee grinder,Nicholas Holloway,70,67,4.29%,,,,
Vienna,Austria,EMEA,8/10/2014,Oven,Paul Munday,500,490,2.00%,,,,
New York,USA,Americas,7/27/2014,Oven,Stephen Cohen,500,495,1.00%,,,,
New York,USA,Americas,12/5/2018,Air conditioner,Matthew Crowe,700,700,0.00%,,,,
Riyadh,Saudi Arabia,EMEA,4/26/2018,Blender,Heather Murray,50,43,14.00%,,,,
Toronto,Canada,Americas,7/26/2015,Washing Machine,Michael Patel,800,616,23.00%,,,,
Kansas City,USA,Americas,6/20/2018,Vacuum Cleaner,David Rodrigues,250,245,2.00%,,,,
Tel Aviv,Israel,EMEA,6/13/2018,Vacuum Cleaner,Deanna Wang,250,223,10.80%,,,,
Amsterdam,Netherlands,EMEA,7/14/2018,Microwave,Ian Christian,80,73,8.75%,,,,
Capetown,South Africa,EMEA,5/15/2014,Coffee grinder,Nicholas Holloway,70,67,4.29%,,,,
Prague,Czech Republic,EMEA,2/10/2014,Iron,Edward Khan,30,30,0.00%,,,,
Kansas City,USA,Americas,1/3/2016,Blender,Douglas Davies,50,49,2.00%,,,,
Cairo,Egypt,EMEA,10/27/2014,Oven,Basil Bain,500,495,1.00%,,,,
London,UK,EMEA,9/14/2017,Dishwasher,James Neville,500,485,3.00%,,,,
San Fransisco,USA,Americas,1/29/2015,Ceiling fan,Shelley Lock,150,116,22.67%,,,,
Toronto,Canada,Americas,8/26/2015,Air conditioner,Kyle Anderson,700,658,6.00%,,,,
Riyadh,Saudi Arabia,EMEA,4/17/2016,Iron,Lloyd Barr,30,27,10.00%,,,,
Moscow,Russia,EMEA,4/28/2014,Washing Machine,Darren Brooks,800,608,24.00%,,,,
Guangzhou,China,APAC,4/5/2016,Toaster,Glenys Wright,50,49,2.00%,,,,
Bogota,Columbia,Americas,10/9/2016,Microwave,Alison Lazar,80,69,13.75%,,,,
Kuala Lumpur,Malaysia,APAC,1/4/2015,Coffee grinder,Stephen MacGregor,70,64,8.57%,,,,
Riyadh,Saudi Arabia,EMEA,9/25/2018,Iron,Victoria Sherwin,30,27,10.00%,,,,
Prague,Czech Republic,EMEA,8/20/2014,Dishwasher,Andrew Waddell,500,500,0.00%,,,,
Cairo,Egypt,EMEA,10/6/2014,Microwave,David Amos,80,60,25.00%,,,,
Tel Aviv,Israel,EMEA,10/31/2018,Air conditioner,Jacob Percival,700,637,9.00%,,,,
Tokyo,Japan,APAC,2/18/2014,Vacuum Cleaner,Pauline Taylor,250,178,28.80%,,,,
Warsaw,Poland,EMEA,11/24/2015,Oven,Hin Bragg,500,500,0.00%,,,,
Jerusalem,Israel,EMEA,1/9/2017,Toaster,Barbara Scott,50,47,6.00%,,,,
Capetown,South Africa,EMEA,10/23/2014,Dishwasher,Marcus Jacob,500,405,19.00%,,,,
Rome,Italy,EMEA,12/3/2017,Vacuum Cleaner,Golam Reid,250,245,2.00%,,,,
Bucharest,Romania,EMEA,3/25/2018,Microwave,Alan Grant,80,78,2.50%,,,,
Bogota,Columbia,Americas,6/18/2015,Dishwasher,Philip Mishra,500,345,31.00%,,,,
Bogota,Columbia,Americas,9/17/2018,Refrigerator,Basil Nolan,1000,590,41.00%,,,,
Paris,France,EMEA,8/29/2015,Vacuum Cleaner,Joanne Sayer,250,238,4.80%,,,,
Paris,France,EMEA,10/17/2017,Air conditioner,Ketan Bryan,700,672,4.00%,,,,
Paris,France,EMEA,8/15/2017,Oven,Darren Webb,500,500,0.00%,,,,
Sydney,Australia,APAC,1/19/2016,Oven,Robert Faulkner,500,495,1.00%,,,,
Seoul,South Korea,APAC,1/28/2014,Iron,Steven Wood,30,29,3.33%,,,,
Sydney,Australia,APAC,6/24/2015,Microwave,James White,80,55,31.25%,,,,
Delhi,India,APAC,2/17/2015,Washing Machine,Glen Campbell,800,608,24.00%,,,,
Kansas City,USA,Americas,5/10/2015,Iron,Robert Jenkins,30,22,26.67%,,,,
Shenzhen,China,APAC,4/27/2014,Microwave,Caroline Gee,80,69,13.75%,,,,
Bangalore,India,APAC,1/12/2016,Air conditioner,Stuart Sykes,700,665,5.00%,,,,
Istanbul,Turkey,EMEA,3/23/2017,Iron,Anthony Rothery,30,28,6.67%,,,,
Seattle,USA,Americas,3/14/2018,Washing Machine,Harold Green,800,464,42.00%,,,,
Seattle,USA,Americas,9/3/2017,Washing Machine,Derek Harris,800,584,27.00%,,,,
Rome,Italy,EMEA,6/30/2017,Air conditioner,Richard Batty,700,686,2.00%,,,,
Sydney,Australia,APAC,7/7/2018,Vacuum Cleaner,Robert Faulkner,250,213,14.80%,,,,
Kansas City,USA,Americas,12/8/2017,Dishwasher,Christina Pedley,500,470,6.00%,,,,
Capetown,South Africa,EMEA,5/11/2014,Washing Machine,Stuart Anderson,800,664,17.00%,,,,
Kuala Lumpur,Malaysia,APAC,2/11/2014,Oven,Stephen MacGregor,500,495,1.00%,,,,
Shenzhen,China,APAC,9/3/2016,Microwave,Russell Reynolds,80,72,10.00%,,,,
Tokyo,Japan,APAC,9/1/2018,Coffee grinder,Nicholas Goude,70,65,7.14%,,,,
Ho Chi Minh City,Vietnam,APAC,5/13/2015,Vacuum Cleaner,Frank Sewell,250,163,34.80%,,,,
Capetown,South Africa,EMEA,12/12/2018,Oven,Helen Cooke,500,500,0.00%,,,,
Guangzhou,China,APAC,2/6/2015,Air conditioner,Donald Higgs,700,448,36.00%,,,,
Tel Aviv,Israel,EMEA,3/25/2018,Washing Machine,Frances Weller,800,496,38.00%,,,,
Jerusalem,Israel,EMEA,12/30/2018,Iron,William Collins,30,30,0.00%,,,,
Chicago,USA,Americas,5/22/2017,Vacuum Cleaner,Ronald Bettley,250,245,2.00%,,,,
Toronto,Canada,Americas,6/9/2017,Washing Machine,Nick Blacklock,800,576,28.00%,,,,
Santiago,Chile,Americas,6/17/2016,Blender,Jason Edmund,50,47,6.00%,,,,
Santiago,Chile,Americas,9/29/2018,Coffee grinder,Bruce McPhee,70,66,5.71%,,,,
London,UK,EMEA,6/11/2016,Dishwasher,William Cruse,500,485,3.00%,,,,
Seoul,South Korea,APAC,6/3/2017,Dishwasher,Roger Scott,500,495,1.00%,,,,
Dubai,UAE,EMEA,9/16/2017,Blender,Nicholas Timbrell,50,49,2.00%,,,,
Tel Aviv,Israel,EMEA,4/16/2018,Vacuum Cleaner,Deanna Wang,250,223,10.80%,,,,
Tijuana,Mexico,Americas,11/1/2018,Toaster,Gillian Allnutt,50,43,14.00%,,,,
Bogota,Columbia,Americas,11/4/2016,Iron,Alison Lazar,30,30,0.00%,,,,
Lima,Peru,Americas,1/5/2017,Air conditioner,Peter Jago,700,686,2.00%,,,,
Vienna,Austria,EMEA,3/16/2014,Iron,Jesus Timmins,30,24,20.00%,,,,
Toronto,Canada,Americas,6/29/2017,Vacuum Cleaner,Alison Storey,250,243,2.80%,,,,
Vienna,Austria,EMEA,5/15/2014,Ceiling fan,Paul Drage,150,140,6.67%,,,,
Buenos Aires,Argentina,Americas,8/30/2014,Ceiling fan,Stuart Brown,150,125,16.67%,,,,
Cairo,Egypt,EMEA,12/19/2015,Refrigerator,John Barnett,1000,950,5.00%,,,,
Los Angeles,USA,Americas,8/15/2017,Ceiling fan,Colin Matthews,150,141,6.00%,,,,
Prague,Czech Republic,EMEA,6/16/2015,Ceiling fan,Pauline Pluck,150,114,24.00%,,,,
Osaka,Japan,APAC,8/19/2017,Vacuum Cleaner,Selwyn Kitching,250,230,8.00%,,,,
Seattle,USA,Americas,7/5/2014,Blender,Harold Green,50,41,18.00%,,,,
Los Angeles,USA,Americas,3/30/2015,Washing Machine,Chandrakant Atkins,800,792,1.00%,,,,
Buenos Aires,Argentina,Americas,12/3/2014,Microwave,Abdul Heywood,80,64,20.00%,,,,
San Fransisco,USA,Americas,10/16/2014,Microwave,Arthur Carley,80,62,22.50%,,,,
Sao Paolo,Brazil,Americas,2/5/2015,Oven,Zoe Munday,500,495,1.00%,,,,
Istanbul,Turkey,EMEA,2/27/2015,Oven,Francis Hall,500,500,0.00%,,,,
Seoul,South Korea,APAC,8/4/2014,Dishwasher,Roger Scott,500,495,1.00%,,,,
Warsaw,Poland,EMEA,12/11/2014,Vacuum Cleaner,Alexandra Wright,250,248,0.80%,,,,
Bangalore,India,APAC,10/5/2018,Washing Machine,Paul Benton,800,712,11.00%,,,,
Bangkok,Thailand,APAC,9/26/2017,Toaster,Olive Foster,50,50,0.00%,,,,
Berlin,Germany,EMEA,2/16/2014,Dishwasher,Paul Sherwin,500,485,3.00%,,,,
Rome,Italy,EMEA,10/4/2016,Oven,Richard Batty,500,500,0.00%,,,,
Kuala Lumpur,Malaysia,APAC,3/4/2018,Coffee grinder,Valerie Hook,70,69,1.43%,,,,
Moscow,Russia,EMEA,3/10/2016,Microwave,Zulfiqar Mirza,80,77,3.75%,,,,
Santiago,Chile,Americas,5/3/2016,Microwave,Karen Hopewell,80,76,5.00%,,,,
Dublin,Ireland,EMEA,6/17/2016,Coffee grinder,Emma Gibbons,70,65,7.14%,,,,
Lima,Peru,Americas,3/20/2014,Toaster,Michael Wood,50,37,26.00%,,,,
Mexico City,Mexico,Americas,6/12/2017,Oven,Malcolm Griffith,500,500,0.00%,,,,
Ho Chi Minh City,Vietnam,APAC,1/5/2017,Toaster,Austin Parsons,50,50,0.00%,,,,
Los Angeles,USA,Americas,6/14/2018,Microwave,Chandrakant Atkins,80,73,8.75%,,,,
Santiago,Chile,Americas,1/2/2017,Air conditioner,Julia Hurren,700,637,9.00%,,,,
Chicago,USA,Americas,9/9/2018,Vacuum Cleaner,Amelia Scott,250,248,0.80%,,,,
Tijuana,Mexico,Americas,12/20/2015,Dishwasher,Gillian Allnutt,500,475,5.00%,,,,
Tijuana,Mexico,Americas,11/13/2014,Blender,Stephen Carlin,50,40,20.00%,,,,
Shenzhen,China,APAC,11/15/2014,Washing Machine,Gary Shaw,800,504,37.00%,,,,
Warsaw,Poland,EMEA,2/17/2018,Washing Machine,Alexandra Wright,800,664,17.00%,,,,
Bucharest,Romania,EMEA,4/23/2017,Dishwasher,Bruce Neville,500,500,0.00%,,,,
Osaka,Japan,APAC,2/23/2018,Vacuum Cleaner,Denise Clark,250,250,0.00%,,,,
Seoul,South Korea,APAC,8/10/2016,Iron,Kevin Long,30,30,0.00%,,,,
Vancouver,Canada,Americas,10/18/2015,Washing Machine,Ram Thomas,800,632,21.00%,,,,
Shenzhen,China,APAC,6/11/2018,Blender,Roger Rust,50,50,0.00%,,,,
Los Angeles,USA,Americas,1/6/2018,Oven,Colin Matthews,500,500,0.00%,,,,
Chicago,USA,Americas,2/25/2016,Oven,Paul Collier,500,495,1.00%,,,,
Sao Paolo,Brazil,Americas,4/20/2014,Dishwasher,Cheryl Tubbs,500,485,3.00%,,,,
Vienna,Austria,EMEA,12/19/2014,Iron,Daniel Henderson,30,23,23.33%,,,,
Santiago,Chile,Americas,3/15/2014,Blender,Bruce McPhee,50,50,0.00%,,,,
London,UK,EMEA,6/7/2016,Blender,Francis Godden,50,48,4.00%,,,,
Warsaw,Poland,EMEA,8/26/2015,Vacuum Cleaner,Hin Bragg,250,160,36.00%,,,,
Rome,Italy,EMEA,3/24/2017,Ceiling fan,Golam Reid,150,140,6.67%,,,,
Jerusalem,Israel,EMEA,10/5/2015,Blender,Harold Charters,50,42,16.00%,,,,
Vancouver,Canada,Americas,4/12/2016,Iron,Helen Kenny,30,29,3.33%,,,,
Seoul,South Korea,APAC,6/15/2014,Refrigerator,Leonard Green,1000,580,42.00%,,,,
Tokyo,Japan,APAC,11/20/2014,Refrigerator,David Gow,1000,880,12.00%,,,,
Dublin,Ireland,EMEA,8/6/2014,Coffee grinder,Gwyn Taylor,70,52,25.71%,,,,
Dubai,UAE,EMEA,1/18/2015,Blender,Tom Clark,50,37,26.00%,,,,
Mexico City,Mexico,Americas,8/8/2014,Toaster,Phillip Clarke,50,50,0.00%,,,,
Rochester,USA,Americas,11/9/2017,Coffee grinder,Michael Lauder,70,67,4.29%,,,,
Chicago,USA,Americas,9/22/2015,Toaster,Amelia Scott,50,50,0.00%,,,,
Osaka,Japan,APAC,11/24/2016,Coffee grinder,Selwyn Kitching,70,66,5.71%,,,,
Dubai,UAE,EMEA,12/12/2015,Blender,David Romero,50,42,16.00%,,,,
Santiago,Chile,Americas,7/8/2018,Microwave,Karen Hopewell,80,78,2.50%,,,,
Bucharest,Romania,EMEA,1/1/2017,Refrigerator,Nicola Hewitt,1000,690,31.00%,,,,
Osaka,Japan,APAC,9/29/2014,Ceiling fan,Colin Patel,150,138,8.00%,,,,
Kansas City,USA,Americas,4/28/2017,Coffee grinder,Robert Arnold,70,68,2.86%,,,,
Rochester,USA,Americas,6/29/2014,Oven,Christopher Grey,500,490,2.00%,,,,
Warsaw,Poland,EMEA,2/10/2015,Iron,Barbara McDevitt,30,25,16.67%,,,,
Warsaw,Poland,EMEA,6/28/2018,Washing Machine,Hin Bragg,800,576,28.00%,,,,
Kuala Lumpur,Malaysia,APAC,5/25/2018,Toaster,Valerie Hook,50,48,4.00%,,,,
Vienna,Austria,EMEA,5/4/2016,Vacuum Cleaner,Gillian Rodrigues,250,233,6.80%,,,,
Bangalore,India,APAC,9/20/2016,Vacuum Cleaner,Colin Lima,250,230,8.00%,,,,
Moscow,Russia,EMEA,5/12/2014,Air conditioner,Dermot Bailey,700,679,3.00%,,,,
Amsterdam,Netherlands,EMEA,11/18/2018,Toaster,Allyson Parker,50,44,12.00%,,,,
Jerusalem,Israel,EMEA,2/20/2017,Iron,Isla Parsons,30,29,3.33%,,,,
Tel Aviv,Israel,EMEA,3/12/2015,Air conditioner,David Isaacs,700,462,34.00%,,,,
Delhi,India,APAC,4/27/2017,Refrigerator,David Johnson,1000,860,14.00%,,,,
Sao Paolo,Brazil,Americas,7/16/2014,Blender,Gary Reynolds,50,37,26.00%,,,,
Warsaw,Poland,EMEA,11/17/2015,Vacuum Cleaner,James Lam,250,173,30.80%,,,,
Dubai,UAE,EMEA,8/5/2017,Air conditioner,David Romero,700,637,9.00%,,,,
Rochester,USA,Americas,3/22/2015,Coffee grinder,Michael Lauder,70,48,31.43%,,,,
Toronto,Canada,Americas,4/29/2015,Coffee grinder,Alison Storey,70,43,38.57%,,,,
Shenzhen,China,APAC,10/3/2015,Iron,Fatima James,30,21,30.00%,,,,
Amsterdam,Netherlands,EMEA,8/13/2014,Ceiling fan,Donald Barratt,150,107,28.67%,,,,
Bogota,Columbia,Americas,11/3/2014,Toaster,Basil Nolan,50,48,4.00%,,,,
Vancouver,Canada,Americas,12/3/2017,Blender,Margaret McGregor,50,45,10.00%,,,,
Sydney,Australia,APAC,5/9/2016,Coffee grinder,William Martin,70,68,2.86%,,,,
Kansas City,USA,Americas,10/15/2014,Toaster,Robert Arnold,50,45,10.00%,,,,
Rochester,USA,Americas,7/23/2018,Toaster,Michael Lauder,50,48,4.00%,,,,
Bucharest,Romania,EMEA,8/15/2014,Washing Machine,Nicola Hewitt,800,704,12.00%,,,,
Bogota,Columbia,Americas,8/18/2017,Microwave,Russell Thorley,80,80,0.00%,,,,
Dublin,Ireland,EMEA,8/20/2014,Iron,Gwyn Taylor,30,30,0.00%,,,,
Rome,Italy,EMEA,1/23/2015,Vacuum Cleaner,Michael Toy,250,160,36.00%,,,,
Dublin,Ireland,EMEA,11/22/2015,Blender,James Carley,50,43,14.00%,,,,
Dublin,Ireland,EMEA,3/22/2018,Oven,James Carley,500,495,1.00%,,,,
Madria,Spain,EMEA,7/29/2018,Iron,Pauline Gagg,30,27,10.00%,,,,
Dubai,UAE,EMEA,10/17/2015,Microwave,George Smith,80,61,23.75%,,,,
San Fransisco,USA,Americas,4/28/2016,Refrigerator,James Bard,1000,990,1.00%,,,,
New York,USA,Americas,9/18/2017,Toaster,Robert Salisbury,50,45,10.00%,,,,
Vancouver,Canada,Americas,11/15/2016,Vacuum Cleaner,Christopher Kille,250,243,2.80%,,,,
Paris,France,EMEA,9/10/2015,Microwave,Ketan Bryan,80,53,33.75%,,,,
Sao Paolo,Brazil,Americas,1/2/2014,Refrigerator,Stephen Smith,1000,590,41.00%,,,,
Bangalore,India,APAC,5/21/2018,Ceiling fan,Stuart Sykes,150,138,8.00%,,,,
Houston,USA,Americas,3/12/2015,Air conditioner,David Salmon,700,560,20.00%,,,,
Rochester,USA,Americas,8/29/2014,Washing Machine,Christopher Grey,800,512,36.00%,,,,
Bucharest,Romania,EMEA,5/3/2017,Iron,Bruce Neville,30,29,3.33%,,,,
Bangkok,Thailand,APAC,2/26/2016,Ceiling fan,Carol Cormack,150,144,4.00%,,,,
Tijuana,Mexico,Americas,8/15/2018,Coffee grinder,Paul Skiba,70,70,0.00%,,,,
Vienna,Austria,EMEA,12/9/2017,Dishwasher,Daniel Henderson,500,470,6.00%,,,,
Tokyo,Japan,APAC,7/12/2017,Dishwasher,Nicholas Goude,500,480,4.00%,,,,
Shanghai,China,APAC,12/22/2016,Dishwasher,Jonathan Will,500,435,13.00%,,,,
Athens,Greece,EMEA,10/14/2015,Iron,David Walker,30,27,10.00%,,,,
Kuala Lumpur,Malaysia,APAC,8/27/2016,Refrigerator,Anthony Green,1000,930,7.00%,,,,
Bucharest,Romania,EMEA,2/25/2015,Coffee grinder,Richard Rowe,70,68,2.86%,,,,
Cairo,Egypt,EMEA,3/26/2017,Dishwasher,Marek Kwiatkowski,500,460,8.00%,,,,
Prague,Czech Republic,EMEA,9/30/2015,Vacuum Cleaner,Nick Denny,250,158,36.80%,,,,
Kansas City,USA,Americas,8/16/2014,Air conditioner,Nicola Wright,700,658,6.00%,,,,
Vienna,Austria,EMEA,4/5/2014,Vacuum Cleaner,Janet Ward,250,178,28.80%,,,,
Seoul,South Korea,APAC,5/22/2015,Vacuum Cleaner,Leonard Green,250,240,4.00%,,,,
Buenos Aires,Argentina,Americas,1/8/2017,Vacuum Cleaner,Stuart Brown,250,243,2.80%,,,,
Delhi,India,APAC,3/6/2016,Refrigerator,Tessa Morrow,1000,810,19.00%,,,,
Bangalore,India,APAC,4/4/2017,Refrigerator,Johanna Mirza,1000,700,30.00%,,,,
Amsterdam,Netherlands,EMEA,3/2/2016,Iron,Allyson Parker,30,29,3.33%,,,,
Prague,Czech Republic,EMEA,2/11/2014,Refrigerator,Edward Khan,1000,910,9.00%,,,,
Tijuana,Mexico,Americas,9/27/2016,Washing Machine,Emily Brierley,800,448,44.00%,,,,
Rome,Italy,EMEA,6/24/2016,Microwave,Andrew Hirst,80,72,10.00%,,,,
Guangzhou,China,APAC,11/2/2015,Iron,Abdul Amos,30,23,23.33%,,,,
Mexico City,Mexico,Americas,1/15/2017,Iron,Paul Smith,30,30,0.00%,,,,
Paris,France,EMEA,4/15/2018,Iron,Christopher Griffith,30,28,6.67%,,,,
Delhi,India,APAC,8/3/2014,Vacuum Cleaner,Glen Campbell,250,220,12.00%,,,,
Shanghai,China,APAC,5/13/2014,Vacuum Cleaner,Jonathan Will,250,250,0.00%,,,,
Tijuana,Mexico,Americas,9/19/2016,Oven,Emily Brierley,500,490,2.00%,,,,
Los Angeles,USA,Americas,6/16/2018,Air conditioner,Colin Matthews,700,637,9.00%,,,,
Shanghai,China,APAC,7/30/2017,Air conditioner,Michelle Murray,700,679,3.00%,,,,
Rochester,USA,Americas,11/15/2016,Iron,Christopher Grey,30,28,6.67%,,,,
Tel Aviv,Israel,EMEA,11/21/2016,Microwave,Thomas Gordon,80,70,12.50%,,,,
San Fransisco,USA,Americas,2/6/2014,Iron,James Bard,30,26,13.33%,,,,
Shanghai,China,APAC,5/10/2018,Blender,Glenys Raymond,50,47,6.00%,,,,
Ho Chi Minh City,Vietnam,APAC,3/20/2017,Blender,Frank Sewell,50,45,10.00%,,,,
Rochester,USA,Americas,7/1/2018,Coffee grinder,Helen Deignan,70,69,1.43%,,,,
Moscow,Russia,EMEA,9/12/2018,Washing Machine,Alexander Hillier,800,640,20.00%,,,,
Jerusalem,Israel,EMEA,6/15/2016,Washing Machine,Barbara Scott,800,744,7.00%,,,,
Istanbul,Turkey,EMEA,10/19/2014,Microwave,Mark Sayer,80,74,7.50%,,,,
Amsterdam,Netherlands,EMEA,5/10/2018,Ceiling fan,Allyson Rush,150,128,14.67%,,,,
Tijuana,Mexico,Americas,12/9/2018,Blender,Rosemary Hatcher,50,45,10.00%,,,,
Birmingham,UK,EMEA,4/2/2018,Washing Machine,Susan Reay,800,664,17.00%,,,,
Chicago,USA,Americas,6/13/2015,Vacuum Cleaner,Nicholas Knight,250,243,2.80%,,,,
Sao Paolo,Brazil,Americas,11/30/2016,Coffee grinder,Cheryl Tubbs,70,69,1.43%,,,,
Seoul,South Korea,APAC,12/12/2014,Dishwasher,Suzanna Davies,500,495,1.00%,,,,
Berlin,Germany,EMEA,2/17/2018,Washing Machine,Kate Pearce,800,440,45.00%,,,,
Birmingham,UK,EMEA,10/3/2018,Blender,Stephen Muhammad,50,44,12.00%,,,,
Delhi,India,APAC,1/29/2018,Refrigerator,Russell Wood,1000,790,21.00%,,,,
Sao Paolo,Brazil,Americas,9/3/2016,Air conditioner,Elizabeth Holloway,700,609,13.00%,,,,
Birmingham,UK,EMEA,9/17/2016,Dishwasher,Robert Stocks,500,425,15.00%,,,,
Berlin,Germany,EMEA,6/17/2015,Coffee grinder,John Gunter,70,45,35.71%,,,,
Warsaw,Poland,EMEA,7/31/2017,Iron,Robert Brook,30,25,16.67%,,,,
Warsaw,Poland,EMEA,2/4/2015,Air conditioner,Hin Bragg,700,476,32.00%,,,,
Tijuana,Mexico,Americas,8/16/2016,Blender,Gillian Allnutt,50,43,14.00%,,,,
Birmingham,UK,EMEA,9/18/2018,Refrigerator,Susan Goude,1000,930,7.00%,,,,
Tijuana,Mexico,Americas,10/18/2014,Toaster,Richard Allnutt,50,43,14.00%,,,,
